address,end_address,name,kind,subtype,size_bytes,width_bits,signed,rows,cols,subsystem,confidence,range_kind,bounding_span_bytes,decoded_bytes,gap_bytes,block_count,code_blocks,coverage_percent,inbound_xrefs,callers,caller_routines,outbound_xrefs,outbound_call_sites,callees,description,evidence,aliases,generated
0x00C3,0x00C4,final_fuel_duration,ram,u16be,2,16,,,,fuel,working,data-object,2,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x00CC,0x00CD,filtered_o2_or_lambda_word,ram,u16,2,16,,,,closed-loop,strong,data-object,2,,,,,,0,,,,,,Filtered analog word feeding shared axis 0x2040; physical O2/lambda identity remains hardware-provisional.,decoded producer/consumer instruction flow,,false
0x00CE,0x00CF,load_aircharge_word,ram,u16be,2,16,,,,air-load,working,data-object,2,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x00D0,0x00D0,load_aircharge_byte,ram,variable,1,8,,,,air-load,working,data-object,1,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x00D3,0x00D3,inverse_period_rpm_byte,ram,u8,1,8,,,,speed-rpm,strong,data-object,1,,,,,,0,,,,,,Reduced inverse-period RPM-like value derived by 0x4292.,decoded producer/consumer instruction flow,,false
0x00D4,0x00D5,inverse_period_rpm_word,ram,u16,2,16,,,,speed-rpm,confirmed,data-object,2,,,,,,0,,,,,,Inverse-period RPM-like word derived from engine period 0x00BA.,decoded producer/consumer instruction flow,,false
0x00D9,0x00DA,captured_timer_value,ram,u16be,2,16,,,,scheduler,working,data-object,2,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x00FD,0x00FD,math_work_lo,ram,u8,1,8,,,,math,confirmed,data-object,1,,,,,,0,,,,,,Low byte / pointer scratch used by multiply helpers.,decoded producer/consumer instruction flow,,false
0x00FE,0x00FE,math_work_hi,ram,u8,1,8,,,,math,confirmed,data-object,1,,,,,,0,,,,,,High byte scratch used by multiply helpers.,decoded producer/consumer instruction flow,,false
0x00FF,0x00FF,math_work_ext,ram,u8,1,8,,,,math,confirmed,data-object,1,,,,,,0,,,,,,Extension byte used by saturating multiply/shift helpers.,decoded producer/consumer instruction flow,,false
0x1000,0x1000,PORTA,mcu_io,register,1,8,,,,mcu,confirmed-family,data-object,1,,,,,,0,,,,,,Standard 68HC11 register-layout name; exact MCU mask remains to be identified.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x1008,0x1008,PORTD,mcu_io,register,1,8,,,,mcu,confirmed-family,data-object,1,,,,,,0,,,,,,Standard 68HC11 register-layout name; exact MCU mask remains to be identified.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x1009,0x1009,DDRD,mcu_io,register,1,8,,,,mcu,confirmed-family,data-object,1,,,,,,0,,,,,,Standard 68HC11 register-layout name; exact MCU mask remains to be identified.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x100B,0x100B,CFORC,mcu_io,register,1,8,,,,mcu,confirmed-family,data-object,1,,,,,,0,,,,,,Standard 68HC11 register-layout name; exact MCU mask remains to be identified.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x100E,0x100E,TCNT,mcu_io,register,1,8,,,,mcu,confirmed-family,data-object,1,,,,,,0,,,,,,Standard 68HC11 register-layout name; exact MCU mask remains to be identified.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x1014,0x1014,TIC3,mcu_io,register,1,8,,,,mcu,confirmed-family,data-object,1,,,,,,0,,,,,,Standard 68HC11 register-layout name; exact MCU mask remains to be identified.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x1016,0x1017,TOC1,mcu_io,u16,2,16,,,,mcu,confirmed-family,data-object,2,,,,,,0,,,,,,68HC11 timer output compare 1 register.,decoded producer/consumer instruction flow,,false
0x1018,0x1019,TOC2,mcu_io,u16,2,16,,,,mcu,confirmed-family,data-object,2,,,,,,0,,,,,,68HC11 timer output compare 2 register.,decoded producer/consumer instruction flow,,false
0x101A,0x101B,TOC3,mcu_io,u16,2,16,,,,mcu,confirmed-family,data-object,2,,,,,,0,,,,,,68HC11 timer output compare 3 register.,decoded producer/consumer instruction flow,,false
0x101C,0x101C,TOC4,mcu_io,register,1,8,,,,mcu,confirmed-family,data-object,1,,,,,,0,,,,,,Standard 68HC11 register-layout name; exact MCU mask remains to be identified.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x1020,0x1020,TCTL1,mcu_io,u8,1,8,,,,mcu,confirmed-family,data-object,1,,,,,,0,,,,,,68HC11 output compare action control register.,decoded producer/consumer instruction flow,,false
0x1022,0x1022,TMSK1,mcu_io,u8,1,8,,,,mcu,confirmed-family,data-object,1,,,,,,0,,,,,,68HC11 timer interrupt mask 1 register.,decoded producer/consumer instruction flow,,false
0x1023,0x1023,TFLG1,mcu_io,register,1,8,,,,mcu,confirmed-family,data-object,1,,,,,,0,,,,,,Standard 68HC11 register-layout name; exact MCU mask remains to be identified.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x1024,0x1024,TMSK2_or_status,mcu_io,register,1,8,,,,mcu,confirmed-family,data-object,1,,,,,,0,,,,,,Standard 68HC11 register-layout name; exact MCU mask remains to be identified.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x1025,0x1025,TFLG2,mcu_io,register,1,8,,,,mcu,confirmed-family,data-object,1,,,,,,0,,,,,,Standard 68HC11 register-layout name; exact MCU mask remains to be identified.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x1028,0x1028,SPCR,mcu_io,register,1,8,,,,mcu,confirmed-family,data-object,1,,,,,,0,,,,,,Standard 68HC11 register-layout name; exact MCU mask remains to be identified.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x1029,0x1029,SPSR,mcu_io,register,1,8,,,,mcu,confirmed-family,data-object,1,,,,,,0,,,,,,Standard 68HC11 register-layout name; exact MCU mask remains to be identified.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x102A,0x102A,SPDR,mcu_io,register,1,8,,,,mcu,confirmed-family,data-object,1,,,,,,0,,,,,,Standard 68HC11 register-layout name; exact MCU mask remains to be identified.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x102B,0x102B,BAUD,mcu_io,register,1,8,,,,mcu,confirmed-family,data-object,1,,,,,,0,,,,,,Standard 68HC11 register-layout name; exact MCU mask remains to be identified.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x102C,0x102C,SCCR1,mcu_io,register,1,8,,,,mcu,confirmed-family,data-object,1,,,,,,0,,,,,,Standard 68HC11 register-layout name; exact MCU mask remains to be identified.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x102D,0x102D,SCCR2,mcu_io,register,1,8,,,,mcu,confirmed-family,data-object,1,,,,,,0,,,,,,Standard 68HC11 register-layout name; exact MCU mask remains to be identified.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x102E,0x102E,SCSR,mcu_io,register,1,8,,,,mcu,confirmed-family,data-object,1,,,,,,0,,,,,,Standard 68HC11 register-layout name; exact MCU mask remains to be identified.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x102F,0x102F,SCDR,mcu_io,register,1,8,,,,mcu,confirmed-family,data-object,1,,,,,,0,,,,,,Standard 68HC11 register-layout name; exact MCU mask remains to be identified.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x1030,0x1030,ADCTL,mcu_io,register,1,8,,,,mcu,confirmed-family,data-object,1,,,,,,0,,,,,,Standard 68HC11 register-layout name; exact MCU mask remains to be identified.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x1031,0x1031,ADR1,mcu_io,register,1,8,,,,mcu,confirmed-family,data-object,1,,,,,,0,,,,,,Standard 68HC11 register-layout name; exact MCU mask remains to be identified.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x1032,0x1032,ADR2,mcu_io,register,1,8,,,,mcu,confirmed-family,data-object,1,,,,,,0,,,,,,Standard 68HC11 register-layout name; exact MCU mask remains to be identified.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x1033,0x1033,ADR3,mcu_io,register,1,8,,,,mcu,confirmed-family,data-object,1,,,,,,0,,,,,,Standard 68HC11 register-layout name; exact MCU mask remains to be identified.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x1034,0x1034,ADR4,mcu_io,register,1,8,,,,mcu,confirmed-family,data-object,1,,,,,,0,,,,,,Standard 68HC11 register-layout name; exact MCU mask remains to be identified.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x103A,0x103A,COPRST,mcu_io,register,1,8,,,,mcu,confirmed-family,data-object,1,,,,,,0,,,,,,Standard 68HC11 register-layout name; exact MCU mask remains to be identified.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x103B,0x103B,SERVICE_IO_103B,mcu_io,u8,1,8,,,,hardware-service,strong,data-object,1,,,,,,0,,,,,,Extended service/serial transfer register used by the 0xBD6E state machine.,decoded producer/consumer instruction flow,,false
0x103D,0x103D,INIT,mcu_io,register,1,8,,,,mcu,confirmed-family,data-object,1,,,,,,0,,,,,,Standard 68HC11 register-layout name; exact MCU mask remains to be identified.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x1040,0x1040,EXT_IO_1040,mcu_io,u8,1,8,,,,external-asic,open,data-object,1,,,,,,0,,,,,,External ASIC/I/O register block used by hardware service code.,decoded producer/consumer instruction flow,,false
0x1050,0x1050,EXT_IO_1050,mcu_io,u8,1,8,,,,external-asic,strong,data-object,1,,,,,,0,,,,,,External ASIC/I/O register; idle path toggles bit 0x04.,decoded producer/consumer instruction flow,,false
0x1060,0x1060,EXT_IO_1060,mcu_io,u8,1,8,,,,external-asic,open,data-object,1,,,,,,0,,,,,,External ASIC/I/O register block used by hardware scan code.,decoded producer/consumer instruction flow,,false
0x1080,0x1080,EXT_IO_1080,mcu_io,u8,1,8,,,,external-asic,open,data-object,1,,,,,,0,,,,,,External ASIC/I/O register block used by hardware scan code.,decoded producer/consumer instruction flow,,false
0x2007,0x2007,adc_processed_input_2007,ram,variable,1,8,,,,sensors,working,data-object,1,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x2008,0x2008,adc_raw_input_2008,ram,variable,1,8,,,,sensors,working,data-object,1,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x200A,0x200A,adc_raw_input_200a,ram,variable,1,8,,,,sensors,working,data-object,1,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x200C,0x200C,adc_raw_input_200c,ram,variable,1,8,,,,sensors,working,data-object,1,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x200D,0x200D,adc_raw_input_200d,ram,variable,1,8,,,,sensors,working,data-object,1,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x200E,0x200E,adc_raw_input_200e,ram,variable,1,8,,,,sensors,working,data-object,1,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x2013,0x2013,processed_sensor_2013,ram,variable,1,8,,,,unknown,working,data-object,1,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x2014,0x2015,load_model_working_2014,ram,u16,2,16,,,,air-load,strong,data-object,2,,,,,,0,,,,,,Modeled load/air-charge working value and source for load-rise/state-delay logic.,decoded producer/consumer instruction flow,,false
0x2017,0x2017,positive_load_delta_2017,ram,u8,1,8,,,,air-load,confirmed,data-object,1,,,,,,0,,,,,,"Clamped positive difference max(0, 0x00C9-0x0011) used by the 0x9291 axis.",decoded producer/consumer instruction flow,,false
0x2030,0x2031,transient_working_axis_2030,ram,s16,2,16,,,,fuel-transient,strong,data-object,2,,,,,,0,,,,,,Signed/limited transient working axis.,decoded producer/consumer instruction flow,,false
0x2034,0x2035,normalized_load_axis,ram,q8.8,2,16,,,,air-load,working,data-object,2,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x2036,0x2037,normalized_rpm_axis,ram,q8.8,2,16,,,,speed-rpm,working,data-object,2,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x2038,0x2039,iat_axis_index,ram,q8.8,2,16,,,,temperature,working,data-object,2,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x203C,0x203D,cts_axis_index,ram,q8.8,2,16,,,,temperature,working,data-object,2,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x203E,0x203F,cts_axis_fraction_or_value,ram,q8.8,2,16,,,,temperature,working,data-object,2,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x2040,0x2041,shared_scheduler_axis_2040,ram,q8.8,2,16,,,,scheduler,confirmed,data-object,2,,,,,,0,,,,,,Shared 8.8 axis derived from filtered 0x00CC and used by scheduler/fuel support vectors.,decoded producer/consumer instruction flow,scheduler_axis_index,false
0x2042,0x2043,transient_helper_axis,ram,q8.8,2,16,,,,axes,working,data-object,2,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x2044,0x2045,rpm_site_index_19,ram,q8.8,2,16,,,,speed-rpm,working,data-object,2,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x2046,0x2047,spark_transition_axis,ram,q8.8,2,16,,,,ignition,working,data-object,2,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x2048,0x2048,scheduler_signed_correction_2048,ram,s8,1,8,,,,scheduler,strong,data-object,1,,,,,,0,,,,,,Signed scheduler support result from the 0x9303 subvector.,decoded producer/consumer instruction flow,,false
0x2049,0x2049,fast_lambda_fuel_correction_2049,ram,u8,1,8,,,,closed-loop,strong,data-object,1,,,,,,0,,,,,,Fast fuel correction selected from 0x84E3 by shared axis 0x2040.,decoded producer/consumer instruction flow,,false
0x204A,0x204A,iat_rpm_fuel_correction_a_204a,ram,s8,1,8,,,,fuel,confirmed,data-object,1,,,,,,0,,,,,,Signed output from 0x802B IAT/RPM correction table.,decoded producer/consumer instruction flow,,false
0x204B,0x204C,summed_fuel_correction,ram,s16,2,16,,,,fuel,working,data-object,2,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x204D,0x204D,iat_rpm_fuel_correction_b_204d,ram,s8,1,8,,,,fuel,confirmed,data-object,1,,,,,,0,,,,,,Signed output from 0x8103 IAT/RPM correction table.,decoded producer/consumer instruction flow,,false
0x204E,0x204F,fuel_blend_word_204e,ram,u16,2,16,,,,fuel,strong,data-object,2,,,,,,0,,,,,,Nonnegative blend/scale term derived from correction B.,decoded producer/consumer instruction flow,,false
0x2050,0x2050,signed_fuel_correction_2050,ram,s8,1,8,,,,fuel,strong,data-object,1,,,,,,0,,,,,,Additional signed correction combined into the central fuel stack.,decoded producer/consumer instruction flow,,false
0x2051,0x2052,corrected_fuel_charge_2051,ram,u16,2,16,,,,fuel,strong,data-object,2,,,,,,0,,,,,,Corrected fuel/charge value in the final duration calculation.,decoded producer/consumer instruction flow,,false
0x2053,0x2053,fuel_multiplier_2053,ram,u8,1,8,,,,fuel,strong,data-object,1,,,,,,0,,,,,,Multiplier-style correction applied to the fuel accumulator.,decoded producer/consumer instruction flow,,false
0x2055,0x2056,transient_fuel_add_a_2055,ram,u16,2,16,,,,fuel-transient,strong,data-object,2,,,,,,0,,,,,,First additive transient enrichment term.,decoded producer/consumer instruction flow,,false
0x2057,0x2058,transient_fuel_add_b_2057,ram,u16,2,16,,,,fuel-transient,strong,data-object,2,,,,,,0,,,,,,Second additive transient enrichment term.,decoded producer/consumer instruction flow,,false
0x2059,0x2059,afterstart_state_2059,ram,u8,1,8,,,,fuel-warmup,confirmed,data-object,1,,,,,,0,,,,,,Warmup/afterstart state selector.,decoded producer/consumer instruction flow,,false
0x2060,0x2061,afterstart_timer_2060,ram,u16,2,16,,,,fuel-warmup,strong,data-object,2,,,,,,0,,,,,,Afterstart timer/countdown working value.,decoded producer/consumer instruction flow,,false
0x2062,0x2062,afterstart_count_2062,ram,u8,1,8,,,,fuel-warmup,strong,data-object,1,,,,,,0,,,,,,Afterstart counter.,decoded producer/consumer instruction flow,,false
0x2084,0x2084,signed_fuel_trim_raw,ram,variable,1,8,,,,fuel,working,data-object,1,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x2085,0x2085,warmup_fuel_correction_2085,ram,u8,1,8,,,,fuel-warmup,strong,data-object,1,,,,,,0,,,,,,CTS-indexed warmup fuel correction.,decoded producer/consumer instruction flow,,false
0x2086,0x2087,fuel_edge_deadline_term,ram,u16be,2,16,,,,fuel,working,data-object,2,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x2090,0x2090,closed_loop_state_2090,ram,u8,1,8,,,,closed-loop,confirmed,data-object,1,,,,,,0,,,,,,Closed-loop/adaptive state.,decoded producer/consumer instruction flow,,false
0x2091,0x2092,closed_loop_integrator_2091,ram,u16,2,16,,,,closed-loop,strong,data-object,2,,,,,,0,,,,,,Closed-loop/adaptive integrator accumulator.,decoded producer/consumer instruction flow,,false
0x2093,0x2093,closed_loop_base_2093,ram,s8,1,8,,,,closed-loop,strong,data-object,1,,,,,,0,,,,,,Base closed-loop correction selected from the 0x9000 vector group.,decoded producer/consumer instruction flow,,false
0x2094,0x2094,learned_trim_cell_a_2094,ram,s8,1,8,,,,closed-loop,confirmed,data-object,1,,,,,,0,,,,,,Interpolated learned correction from RAM cell table 0x0060.,decoded producer/consumer instruction flow,,false
0x2095,0x2095,learned_trim_cell_b_2095,ram,s8,1,8,,,,closed-loop,confirmed,data-object,1,,,,,,0,,,,,,Interpolated learned correction from RAM cell table 0x0069.,decoded producer/consumer instruction flow,,false
0x2096,0x2096,closed_loop_delay_2096,ram,u8,1,8,,,,closed-loop,strong,data-object,1,,,,,,0,,,,,,Closed-loop delay/count selected from 0x9033.,decoded producer/consumer instruction flow,,false
0x2099,0x2099,closed_loop_dynamic_2099,ram,s8,1,8,,,,closed-loop,strong,data-object,1,,,,,,0,,,,,,Dynamic load-change correction from 0x9068.,decoded producer/consumer instruction flow,,false
0x209A,0x209A,closed_loop_ramp_209a,ram,s8,1,8,,,,closed-loop,strong,data-object,1,,,,,,0,,,,,,Closed-loop ramp/target term from 0x9073/0x90D6.,decoded producer/consumer instruction flow,,false
0x209B,0x209B,closed_loop_mode_add_209b,ram,s8,1,8,,,,closed-loop,strong,data-object,1,,,,,,0,,,,,,Mode-dependent additive closed-loop term.,decoded producer/consumer instruction flow,,false
0x20A2,0x20A3,closed_loop_total_20a2,ram,s16,2,16,,,,closed-loop,strong,data-object,2,,,,,,0,,,,,,Synthesized closed-loop/adaptive command value.,decoded producer/consumer instruction flow,,false
0x20A4,0x20A5,closed_loop_command_20a4,ram,s16,2,16,,,,closed-loop,strong,data-object,2,,,,,,0,,,,,,Closed-loop control command.,decoded producer/consumer instruction flow,,false
0x20A6,0x20A7,closed_loop_command_20a6,ram,s16,2,16,,,,closed-loop,strong,data-object,2,,,,,,0,,,,,,Closed-loop control command after proportional/integral processing.,decoded producer/consumer instruction flow,,false
0x20A8,0x20A8,closed_loop_reference_20a8,ram,u8,1,8,,,,closed-loop,strong,data-object,1,,,,,,0,,,,,,Closed-loop reference or threshold working value.,decoded producer/consumer instruction flow,,false
0x20B1,0x20B1,spark_fuel_bank_selector,ram,variable,1,8,,,,ignition,working,data-object,1,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x20B9,0x20BA,adaptive_fuel_trim_word,ram,q8.8-centered,2,16,,,,fuel,working,data-object,2,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x2147,0x2148,spark_accumulator,ram,s16,2,16,,,,ignition,working,data-object,2,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x214F,0x214F,alternate_limiter_mode,ram,variable,1,8,,,,unknown,working,data-object,1,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x21A6,0x21A6,operating_state_selector,ram,variable,1,8,,,,unknown,working,data-object,1,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x21C6,0x21C7,fuel_event_phase_runtime,ram,u16be,2,16,,,,fuel,working,data-object,2,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x2388,0x2389,scheduler_scaled_output,ram,u16be,2,16,,,,scheduler,working,data-object,2,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x2391,0x2391,fuel_cut_state_countdown,ram,variable,1,8,,,,fuel,working,data-object,1,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x2484,0x2484,idle_air_target,ram,variable,1,8,,,,idle,working,data-object,1,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x2486,0x2486,idle_cts_target_or_cap,ram,variable,1,8,,,,idle,working,data-object,1,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x24E5,0x24E6,main_loop_elapsed_max_or_budget,ram,u16be,2,16,,,,unknown,working,data-object,2,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x24E7,0x24E8,main_loop_previous_timer,ram,u16be,2,16,,,,scheduler,working,data-object,2,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x24EA,0x24EB,main_loop_saved_sp,ram,u16be,2,16,,,,unknown,working,data-object,2,,,,,,0,,,,,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x25BA,0x25BB,descriptor_word_25ba,ram,u16,2,16,,,,math,confirmed,data-object,2,,,,,,0,,,,,,Cached masked 12-bit descriptor word.,decoded producer/consumer instruction flow,,false
0x25BF,0x25C0,descriptor_delta_limit_25bf,ram,u16,2,16,,,,math,strong,data-object,2,,,,,,0,,,,,,Limit used when comparing descriptor-word deltas.,decoded producer/consumer instruction flow,,false
0x4017,0x4033,adc_sample_group_a,routine,code,29,8,,,,sensors,confirmed,contiguous-code,29,29,0,1,0x4017-0x4033,100.000,1,0xB8BB,reset_entry,1,0x402A,adc_filter_helper_4155,Read ADC result group and seed RAM input channels.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x4034,0x4078,adc_sample_group_b,routine,code,69,8,,,,sensors,confirmed,contiguous-code,69,69,0,1,0x4034-0x4078,100.000,1,0xB8D3,reset_entry,3,0x404A|0x4064|0x4067,adc_conversion_helper_5e82|scale_sensor_word_with_929b_929c|sub_5D8D,Read alternate ADC result group and seed RAM input channels.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x4079,0x409B,clear_runtime_axis_state,routine,code,35,,,,,initialization,confirmed,contiguous-code,35,35,0,1,0x4079-0x409B,100.000,1,0xB8F8,reset_entry,0,,,Clear normalized-axis and runtime working state used by the first control iteration.,decoded instruction flow at 0x4079; caller/callee context,,false
0x409C,0x40A7,latch_initial_load_state,routine,code,12,,,,,initialization,confirmed,contiguous-code,12,12,0,1,0x409C-0x40A7,100.000,1,0xB8E3,reset_entry,0,,,Copy the current load/air-charge word into startup history and display working values.,decoded instruction flow at 0x409C; caller/callee context,,false
