17.013,1762,12.8571428571,0.4340714286,107.97586727,16.3582589286,28.4676923077,-3.1547475962,0,0,0,0.2697222222,14.7,14.1000976563,99.6078431373,68.6274509804,1.261053441,2.7590164275,0,0,20.337254902,110.4296078431,2728.4705882353,25.4580269608,24.853125,69.4823529412,203.031,-1.578125,0.015625,36,0,49.44375,100,89,93,29
17.026,1769,13,0.4335,108.7058823529,16.4609375,28.95,-3.125,0,0,0,0.2817592593,14.7,14.1000976563,99.6078431373,68.6274509804,1.3610149942,2.7777970399,0,0,21.2392156863,110.7482352941,2736.1176470588,25.5376838235,24.9790625,68.9411764706,201.8896,-1.5625,0,36,0,49.44375,100,89,93,29
17.039,1769.6923076923,13,0.4345096154,108.8496732026,16.4501201923,29.0408333333,-3.1302083333,0,0,0,0.2975,14.7,14.1000976563,99.6078431373,68.6274509804,1.568627451,2.8095796148,0,0,22.1568627451,111.41,2752,25.703125,25.2890625,68.431372549,199.08,-1.5625,0,36,0,49.44375,100,89,93,29
17.050,1770.3269230769,13,0.4354350962,109.2450980392,16.4402043269,29.290625,-3.14453125,0,0,0,0.2646,14.7,14.1000976563,99.6078431373,68.6274509804,1.5455594002,2.8102056352,0,0,23.9215686275,111.3364705882,2750.2352941177,25.6847426471,25.2115625,67.4509803922,199.7824,-1.5625,0,36,0,49.44375,100,89,93,29
17.063,1771.0769230769,13,0.4365288462,109.7124183007,16.4284855769,29.5858333333,-3.1614583333,0,0,0,0.2035,14.7,14.1000976563,99.6078431373,68.6274509804,1.568627451,2.8142747679,0,0,23.8509803922,111.622,2759.2,25.7890625,25.346875,67.4901960784,198.984,-1.5625,0,36,0,49.44375,100,89,93,29
17.076,1772,13,0.437875,110.431372549,16.4140625,30.04,-3.1875,0,0,0,0.1424,14.7,14.1000976563,99.6078431373,68.6274509804,1.568627451,2.8246041047,0,0,24.5674740484,111.8976,2768.56,25.90078125,25.4971875,67.3587081892,198.7344,-1.5625,0,36,0,49.44375,100,89,93,29
17.088,1773.828125,12.90625,0.43965625,110.6039215686,16.3247070313,30.231,-3.2,0,0,0,0.0625,14.7,14.1000976563,99.6078431373,68.6274509804,1.568627451,2.822100023,0,0,25.2133794694,112.47,2788,26.1328125,25.8671875,67.2664359862,198.12,-1.5625,0,36,0,49.44375,100,89,93,29
17.101,1776.46875,12.7708333333,0.4422291667,111.0525490196,16.1956380208,30.7276,-3.2325,0,-0.1154891304,0,0.0590217391,14.6500679348,14.073046875,99.6078431373,68.5882352941,1.568627451,2.8381261456,0,0,26.6666666667,112.4276,2786.56,26.115625,25.78625,67.0588235294,198.2544,-1.5625,0,36,0,49.44375,100,89,93,29
17.113,1778.90625,12.6458333333,0.4446041667,111.4666666667,16.0764973958,31.186,-3.2625,0,-0.2887228261,0,0.0538043478,14.575169837,14.008125,99.6078431373,68.4941176471,1.568627451,2.8705790438,0,0,26.5590157632,112.74,2795.8,26.28125,25.9515625,67.0742022299,198.108,-1.5625,0,36,0,49.44375,100,89,93,29
17.125,1781.75,12.5,0.447375,112.1568627451,15.9375,31.95,-3.3125,0,-0.4619565217,0,0.0485869565,14.5002717391,13.943203125,99.6078431373,68.4,1.568627451,2.9030319421,0,0,27.2156862745,113.064,2805.16,26.459375,26.1540625,66.9803921569,198.0792,-1.5625,0,36.2,0,49.44375,100,89,93,29
17.138,1786.975,12.28,0.4493825,112.1568627451,15.8825,32.044,-3.32578125,0,-0.6640625,0,0.0425,14.412890625,13.8295898438,99.6078431373,68.2352941176,1.568627451,2.959824514,0,0,27.9294117647,113.82,2827,26.875,26.7109375,66.8784313725,198,-1.5625,0,36.46,0,49.44375,100,89,93,29
17.152,1793.625,12,0.4519375,112.1568627451,15.8125,32.3072,-3.36296875,0,-0.55640625,0,0.0425,14.3419746094,13.7984179688,99.6078431373,68.2352941176,1.568627451,2.9688392079,0,0,29.4117647059,113.793,2826.22,26.86015625,26.6096875,66.6666666667,198.0144,-1.5625,0,37,0,49.44375,100,89,93,29
17.163,1798.85,11.78,0.453945,112.1568627451,15.7575,32.514,-3.3921875,0,-0.4653125,0,0.0425,14.28196875,13.7412695313,99.6078431373,68.2352941176,1.6470588235,2.9853661468,0,0,29.3019607843,114.12,2835.6,27.1015625,26.82890625,66.6823529412,197.938,-1.5625,0,36.96,0,49.44375,100,89,93,29
17.175,1805.5,11.5,0.4565,112.1568627451,15.6875,32.89,-3.4453125,0,-0.3659375,0,0.0425,14.2165078125,13.6789257813,99.6078431373,68.2352941176,1.7411764706,3.0033955347,0,0,29.4117647059,114.48,2845.92,27.3734375,27.11203125,66.6666666667,197.7892,-1.5625,0,37,0,49.50625,100,89,93,29
17.188,1809.8775510204,11.387755102,0.458744898,112.3260284506,15.5840242347,33.0792156863,-3.4590992647,0,-0.25,0,0.0425,14.1401367188,13.5698242188,99.6078431373,68.2352941176,1.9607843137,3.0349469636,0,0,29.4117647059,115.32,2870,28.0078125,27.890625,66.6666666667,197.38,-1.5625,0,37,0,49.5875,100,89,93,29
17.202,1815.4489795918,11.2448979592,0.4616020408,112.799692426,15.4523278061,33.6090196078,-3.4977022059,0,-0.2333806818,0,0.0425,14.0790607244,13.539765625,99.6078431373,68.2352941176,1.9529411765,3.0637939842,0,0,29.4117647059,115.29,2869.14,27.98515625,27.7490625,66.6666666667,197.4544,-1.5625,0,37,0,49.75625,100,89,93,29
17.213,1825,11,0.4665,113.1718569781,15.2265625,34.0252941176,-3.5280330882,0,-0.2193181818,0,0.0425,14.0273810369,13.4846582031,99.6078431373,68.2352941176,1.9607843137,3.1166801887,0,0,29.4117647059,115.6650980392,2874.7058823529,28.1533394608,27.9679840686,66.6666666667,197.4201960784,-1.5625,0,37,0,49.74375,100,89,93,29
17.226,1825,11,0.4665,113.8823529412,15.2265625,34.82,-3.5859375,0,-0.2026988636,0,0.0425,13.9663050426,13.41953125,99.6078431373,68.2352941176,1.9607843137,3.2753388022,0,0,29.4861392833,116.1137254902,2880.8235294118,28.3425245098,28.1691176471,66.6666666667,197.5247058824,-1.5625,0,37,0,49.75625,100,89,93,29
17.239,1824.5787037037,10.8796296296,0.4693888889,114.0549019608,15.0855034722,34.885,-3.60234375,0,-0.1796875,0,0.0425,13.8817382813,13.3193359375,99.6078431373,68.2352941176,1.9607843137,3.2416839448,0,0,29.5740365112,117.08,2894,28.75,28.6796875,66.6666666667,197.79,-1.5625,0,37,0,49.75625,100,89,93,29
17.252,1824.1574074074,10.7592592593,0.4722777778,114.5035294118,14.9444444444,35.054,-3.645,0,-0.1709375,0,0.0433,13.8518789063,13.2989453125,99.6078431373,68.1882352941,1.9607843137,3.2897623126,0,0,29.661933739,117.0109803922,2893.0588235294,28.7208946078,28.5713848039,66.6666666667,197.7337254902,-1.5625,0,37,0,49.75625,100,89,93,29
17.264,1823.7685185185,10.6481481481,0.4749444444,114.9176470588,14.8142361111,35.21,-3.684375,0,-0.1578125,0,0.0445,13.8070898438,13.2581640625,99.6078431373,68.0941176471,1.9607843137,3.3186093332,0,0,29.8039215686,117.4024489796,2900.7346938776,28.9014668367,28.75859375,66.6666666667,197.785,-1.5625,0,37,0,49.75625,100,89,93,29
17.276,1823.25,10.5,0.4785,115.6078431373,14.640625,35.47,-3.75,0,-0.1446875,0,0.0457,13.7623007813,13.2173828125,99.6078431373,67.8431372549,1.9607843137,3.3955347216,0,0,29.8039215686,117.7893877551,2908.8163265306,29.0832270408,28.94796875,66.6666666667,197.773,-1.5625,0,37.0714285714,0,49.75625,100,89,93,29
17.289,1826.296875,10.40625,0.4818046875,115.7803921569,14.5483398438,35.582,-3.7546875,0,-0.125,0,0.0475,13.6951171875,13.1494140625,99.6078431373,67.8980392157,1.9607843137,3.3787072929,0,0,29.8039215686,118.66,2927,29.4921875,29.46875,66.6666666667,197.74,-1.5625,0,37.380952381,0,49.75625,100,89,93,29
17.301,1830.359375,10.28125,0.4862109375,116.1945098039,14.4252929688,35.8508,-3.7659375,0,-0.1261888587,0,0.0490217391,13.6951171875,13.1494140625,99.6078431373,67.8039215686,1.9607843137,3.4045494155,0,0,29.8039215686,118.5955102041,2925.6530612245,29.4618941327,29.3425,66.6666666667,197.748,-1.5625,0,38,0,49.75625,100,89,93,29
17.314,1834.7604166667,10.1458333333,0.490984375,116.6431372549,14.2919921875,36.142,-3.778125,0,-0.1283967391,0,0.0518478261,13.6951171875,13.1494140625,99.6078431373,67.7019607843,2.0470588235,3.4279876198,0,0,29.8039215686,119.1198,2930.52,29.72421875,29.575,66.6666666667,197.812,-1.5625,0,37.9761904762,0,49.75625,100,89,93,29
17.326,1839.5,10,0.496125,117.3333333333,14.1484375,36.59,-3.796875,0,-0.1304347826,0,0.0544565217,13.6951171875,13.1494140625,99.6078431373,67.4509803922,2.1411764706,3.4856816611,0,0,29.8039215686,119.6214,2934.36,29.97734375,29.83,66.8294487606,197.9848,-1.5625,0,38,0,49.75625,100,89,93,29
17.339,1841.535,9.78,0.498325,117.5058823529,13.99890625,36.642,-3.803125,0,-0.1328125,0,0.0575,13.6951171875,13.1494140625,99.6078431373,67.5058823529,2.3529411765,3.4730610896,0,0,29.8039215686,120.75,2943,30.546875,30.53125,67.021827599,198.46,-1.5625,0,38,0,49.75625,100,89,93,29
17.351,1843.755,9.54,0.500725,117.92,13.83578125,36.7668,-3.818125,0,-0.1328125,0,0.0584649123,13.7034282484,13.1529564951,99.6078431373,67.4509803922,2.337254902,3.4812626935,0,0,29.8039215686,120.6664,2942.36,30.5046875,30.36125,67.4509803922,198.3448,-1.5625,0,38,0,49.75625,100,89,93,29
17.364,1846.16,9.28,0.503325,118.368627451,13.6590625,36.902,-3.834375,0,-0.1328125,0,0.0596052632,13.7132504112,13.1621668199,99.6078431373,67.4509803922,2.3529411765,3.4697733777,0,0,29.8039215686,121.135,2949.16,30.76171875,30.63203125,67.3917869034,198.532,-1.5625,0,38,0,49.75625,100,89,93,29
17.376,1848.75,9,0.506125,119.0588235294,13.46875,37.11,-3.859375,0,-0.1328125,0,0.0606578947,13.722317023,13.1706686581,99.6078431373,67.4509803922,2.3529411765,3.4591678554,0,0,29.8039215686,121.555,2955.88,30.99609375,30.87390625,67.3894655902,198.7048,-1.5625,0,38,0,49.75625,100,89,93,29
17.389,1851.8367346939,8.887755102,0.5094923469,119.231372549,13.3109056122,37.216,-3.865625,0,-0.1328125,0,0.0625,13.7381835938,13.185546875,99.6078431373,67.4509803922,2.3529411765,3.4406081914,0,0,29.8039215686,122.5,2971,31.5234375,31.5390625,67.2895040369,199.18,-1.5625,0,38,0,49.75625,100,89,93,29
17.401,1855.2040816327,8.7653061224,0.5131658163,119.6454901961,13.1387117347,37.4704,-3.880625,0,-0.1348071809,0,0.0633510638,13.7406270778,13.1875398597,99.6078431373,67.418967587,2.3529411765,3.4590055259,0,0,29.8039215686,122.43,2969.88,31.484375,31.3778125,67.0588235294,199.0648,-1.5625,0,38,0,49.75625,100,89,93,29
17.414,1858.8520408163,8.6326530612,0.5171454082,120.0941176471,12.9521683673,37.746,-3.896875,0,-0.1412898936,0,0.0661170213,13.7485684009,13.1940170599,99.6078431373,67.3149259704,2.3529411765,3.5187968634,0,0,29.8039215686,122.9356,2975.84,31.746875,31.6375,67.0972702807,199.234,-1.5625,0,38,0,49.75625,100,89,93,29
17.426,1862.5,8.5,0.521125,120.7843137255,12.765625,38.17,-3.921875,0,-0.1472739362,0,0.0686702128,13.7558988531,13.199996014,99.6078431373,67.0588235294,2.3529411765,3.6659755401,0,0,29.8039215686,123.4108,2981.12,31.990625,31.87375,67.2303921569,199.3636,-1.4485677083,0,38,0,49.9522135417,100,89,93,29
17.439,1868.2115384615,8.2692307692,0.5233173077,120.9568627451,12.6700721154,38.265,-3.9734375,0,-0.15625,0,0.0725,13.7668945313,13.2099609375,99.6078431373,67.1148459384,2.3529411765,3.6337802046,0,0,29.8039215686,124.48,2993,32.5390625,32.5234375,67.5490196078,199.72,-1.2369791667,0,38,0,50.3161458333,100,89,93,29
17.451,1873.9230769231,8.0384615385,0.5255096154,121.3709803922,12.5745192308,38.493,-4.0971875,0,-0.1621942935,0,0.0763043478,13.7690790591,13.2111328125,99.6078431373,67.0588235294,2.3529411765,3.6779951321,0,0,29.8039215686,124.4008,2992.12,32.4984375,32.3659375,68.2352941176,199.6336,-0.78125,0,38,0,51.1,100,89,93,29
17.463,1879.6346153846,7.8076923077,0.5277019231,121.7850980392,12.4789663462,38.721,-4.2209375,0,-0.1723845109,0,0.082826087,13.772823964,13.2139453125,99.6078431373,67.0588235294,2.3529411765,3.7068421527,0,0,29.8039215686,124.854,2997,32.7734375,32.6215625,68.137254902,199.8432,-0.8463541667,0,38,0,50.9880208333,100,89,93,29
17.476,1887.25,7.5,0.530625,122.5098039216,12.3515625,39.12,-4.4375,0,-0.183423913,0,0.0898913043,13.7768809443,13.2169921875,99.6078431373,67.0588235294,2.3529411765,3.7861714595,0,0,29.8039215686,125.3402,3002.2,33.078125,32.94046875,68.2352941176,200.2436,-0.78125,0,38.1730769231,0,51.1,100,89,93,29
17.488,1889.546875,7.40625,0.53334375,122.7858823529,12.275390625,39.176,-4.44125,0,-0.1953125,0,0.0975,13.78125,13.2216796875,99.6078431373,67.0588235294,2.3529411765,3.7669401124,0,0,29.8039215686,126.35,3013,33.7109375,33.23484375,68.2352941176,200.6132,-0.78125,0,38.4038461538,0,51.1,100,89,93,29
17.501,1892.8645833333,7.2708333333,0.5372708333,123.6831372549,12.1653645833,39.358,-4.4534375,0,-0.19359375,0,0.1041,13.7875664063,13.2252699908,99.6078431373,67.0203767782,2.3529411765,3.7935364055,0,0,29.8039215686,126.2752,3012.2,33.6640625,33.75,68.2352941176,201.26,-0.78125,0,39,0,51.1,100,89,93,29
17.514,1896.1822916667,7.1354166667,0.5411979167,124.5803921569,12.0553385417,39.54,-4.465625,0,-0.1915625,0,0.1119,13.79503125,13.2346047794,99.6078431373,66.9204152249,2.4392156863,3.8126852652,0,0,29.8039215686,126.922,3022.24,33.9,33.8359375,68.2352941176,201.305,-0.78125,0,38.9038461538,0,51.1,100,89,93,29
17.526,1899.5,7,0.545125,125.9607843137,11.9453125,39.82,-4.484375,0,-0.1896875,0,0.1191,13.801921875,13.2432215074,99.6078431373,66.8281430219,2.5333333333,3.8303611357,0,0,29.8039215686,127.546,3032.32,34.10625,34.0421875,68.2352941176,201.413,-0.78125,0,39,0,51.1,100,89,93,29
17.538,1902.8317307692,6.7884615385,0.5477163462,126.0988235294,11.7701322115,39.9848,-4.4875,0,-0.1875,0,0.1275,13.8099609375,13.2583007813,99.6078431373,66.6666666667,2.7450980392,3.8612939091,0,0,29.8039215686,128.95,3055,34.5703125,34.2484375,68.2352941176,201.521,-0.78125,0,39,0,51.1,100,89,93,29
17.552,1907.0721153846,6.5192307692,0.5510144231,126.5819607843,11.5471754808,40.5616,-4.4984375,0,-0.193125,0,0.1623,13.81340625,13.2595463967,99.6078431373,66.6666666667,2.737254902,3.8720256876,0,0,29.8039215686,128.898,3054.16,34.553125,34.609375,68.2352941176,201.71,-0.78125,0,39,0,51.1,100,89,93,29
17.563,1910.4038461539,6.3076923077,0.5536057692,126.9615686275,11.3719951923,41.0148,-4.50703125,0,-0.19828125,0,0.1942,13.8165644531,13.2622867506,99.6078431373,66.6666666667,2.7450980392,3.8956356003,0,0,29.8039215686,129.324,3060,34.8046875,34.704375,68.2352941176,201.79,-0.78125,0,39,0,51.1,100,89,93,29
17.576,1915.25,6,0.557375,127.6862745098,11.1171875,41.88,-4.5234375,0,-0.204375,0,0.2319,13.820296875,13.2655253508,99.6078431373,66.6666666667,2.7450980392,3.9664653385,0,0,29.8901960784,129.8102,3066.5,35.109375,35.013125,68.3215686275,202.05,-0.78125,0,39,0,51.1,100,89,93,29
17.588,1918.859375,6,0.559859375,127.9569396386,11.0454101563,41.8901960784,-4.5197610294,0,-0.2109375,0,0.2725,13.8243164063,13.2705078125,99.6078431373,66.6666666667,2.7450980392,3.9492944929,0,0,29.9843137255,130.82,3080,35.7421875,35.298125,68.4156862745,202.29,-0.78125,0,39,0,51.1,100,89,93,29
17.601,1924.0729166667,6,0.5634479167,128.8366013072,10.9417317708,41.9233333333,-4.5078125,0,-0.2123697917,0,0.3485833333,13.8295800781,13.2727683738,99.6078431373,66.630355846,2.7450980392,3.965074182,0,0,30.1960784314,130.7452,3079,35.6953125,35.796875,68.6274509804,202.71,-0.78125,0,39,0,51.1,100,89,93,29
17.613,1928.8854166667,6,0.5667604167,129.6485966936,10.8460286458,41.9539215686,-4.4967830882,0,-0.2139322917,0,0.4315833333,13.8353222656,13.2781937211,99.6078431373,66.5432098765,2.8235294118,3.9617354065,0,0,30.1803921569,131.304,3082.8,36.03125,35.911875,68.6117647059,202.7476,-0.78125,0,39,0,51.1,100,89,93,29
17.626,1934.5,6,0.570625,131.137254902,10.734375,42.01,-4.4765625,0,-0.215625,0,0.5215,13.8415429688,13.2840711806,99.6078431373,66.4488017429,2.9254901961,3.9581183997,0,0,30.1098039216,131.9332,3086.44,36.40703125,36.285625,68.5411764706,202.8698,-0.78125,0,39.22,0,51.1,100,89,93,29
17.639,1935.28,5.88,0.574975,131.137254902,10.663125,42.1046938776,-4.4682716837,0,-0.21875,0,0.6875,13.8530273438,13.294921875,99.6078431373,66.2745098039,3.137254902,3.9514408486,0,0,30.0078431373,133.24,3094,37.1875,37.234375,68.4392156863,203.18,-0.78125,0,39.48,0,51.1,100,89,93,29
17.651,1936.06,5.76,0.579325,131.137254902,10.591875,42.3887755102,-4.4433992347,0,-0.21953125,0,0.690625,13.8541040039,13.2957010472,99.6078431373,66.2661660409,3.1215686275,3.9546375486,0,0,29.8039215686,133.1432,3093.44,37.1296875,37.004375,68.2352941176,203.1048,-0.78125,0,40,0,51.1,100,89,93,29
17.663,1936.84,5.64,0.583675,131.137254902,10.520625,42.6728571429,-4.4185267857,0,-0.22890625,0,0.728125,13.8670239258,13.3050511137,99.6078431373,66.1660408844,3.137254902,3.9929979484,0,0,29.8196078431,133.6184313725,3099.2941176471,37.3713235294,37.30875,68.2509803922,203.1776,-0.78125,0,39.96,0,51.1,100,89,93,29
17.676,1937.75,5.5,0.58875,131.137254902,10.4375,43.17,-4.375,0,-0.2390625,0,0.76875,13.8810205078,13.3151803524,99.6078431373,66.057571965,3.137254902,4.0345550481,0,0,29.8039215686,134.1103921569,3106.1764705882,37.6102941176,37.55046875,68.2352941176,203.1698,-0.78125,0,40,0,51.2104910714,100,89,93,29
17.689,1943.09,5.38,0.59178,131.3098039216,10.35125,43.333,-4.36875,0,-0.25,0,0.8125,13.89609375,13.3315429688,99.6078431373,65.8823529412,3.137254902,4.1016857478,0,0,29.8039215686,135.17,3121,38.125,38.1640625,68.2352941176,203.15,-0.78125,0,40,0,51.3410714286,100,89,93,29
17.701,1948.43,5.26,0.59481,131.7239215686,10.265,43.7242,-4.35375,0,-0.2534375,0,0.8136,13.89609375,13.3315429688,99.6078431373,65.8823529412,3.137254902,4.1078181926,0,0,29.8039215686,135.0564705882,3119.4117647059,38.0698529412,38.0153125,68.2352941176,203.1548,-0.78125,0,40,0,51.6625,100,89,93,29
17.713,1953.77,5.14,0.59784,132.1380392157,10.17875,44.1154,-4.33875,0,-0.2571875,0,0.8148,13.89609375,13.3315429688,99.6078431373,65.8823529412,3.137254902,4.1262155272,0,0,29.8039215686,135.5612244898,3126.5102040816,38.3904655612,38.2796875,68.2352941176,203.2124,-0.78125,0,40,0,51.5821428571,100,89,93,29
17.726,1960,5,0.601375,132.862745098,10.078125,44.8,-4.3125,0,-0.26125,0,0.8161,13.89609375,13.3315429688,99.6078431373,65.8823529412,3.137254902,4.1768081974,0,0,29.8039215686,136.1263265306,3134.4693877551,38.7739158163,38.65546875,68.2352941176,203.4152,-0.78125,0,40,0,51.6625,99.9375,89,93,29
17.739,1965.5,5,0.6041805556,133.3803921569,9.9513888889,44.964,-4.30625,0,-0.265625,0,0.8175,13.89609375,13.3315429688,99.6078431373,65.8823529412,3.137254902,4.1660764188,0,0,29.8039215686,137.3,3151,39.5703125,39.609375,68.2352941176,203.93,-0.78125,0,40,0,51.6625,99.6666666667,89,93,29
17.751,1971,5,0.6069861111,134.622745098,9.8246527778,45.3576,-4.29125,0,-0.2484375,0,0.8208,13.9024101563,13.3352539063,99.6078431373,65.8823529412,3.137254902,4.1813155443,0,0,29.8039215686,137.2130612245,3149.7755102041,39.5113201531,39.378125,68.2352941176,203.8052,-0.78125,0,40,0,51.6625,99,89,93,29
17.763,1984.75,5,0.614,135.8650980392,9.5078125,45.7512,-4.27625,0,-0.2296875,0,0.8244,13.9093007813,13.3441601563,99.6078431373,65.8823529412,3.137254902,4.1921331771,0,0,29.8039215686,137.9,3159,39.8828125,39.7375,68.2352941176,203.9948,-0.78125,0,40,0,51.6625,99.1666666667,89,93,29
17.781,1984.75,5,0.614,138.0392156863,9.5078125,46.44,-4.25,0,-0.2015625,0,0.8298,13.9196367188,13.3575195313,99.6078431373,65.8823529412,3.137254902,4.2218816671,0,0,29.8039215686,138.98,3173.4,40.4453125,40.3140625,68.2352941176,204.2864,-0.78125,0,40.32,0,51.6625,99.1923076923,89,93,29
17.788,1986.3882978723,4.9255319149,0.6164760638,138.177254902,9.4356715426,46.512,-4.244375,0,-0.1875,0,0.8325,13.9248046875,13.3686523438,99.6078431373,65.8823529412,3.137254902,4.214669912,0,0,29.8039215686,140.3,3191,41.1328125,40.53828125,68.2352941176,204.3998,-0.78125,0,40.46,0,51.6625,99.3269230769,89,93,29
17.801,1989.4308510638,4.7872340426,0.6210744681,138.6258823529,9.3016954787,46.746,-4.22609375,0,-0.16171875,0,0.8325,13.9342792969,13.3723632813,99.6078431373,65.8039215686,3.137254902,4.2293939121,0,0,29.8039215686,140.18,3189.4,41.0703125,41.2109375,68.2352941176,204.74,-0.78125,0,41,0,51.6625,99.5769230769,89,93,29
17.813,1992.2393617021,4.6595744681,0.6253191489,139.04,9.178025266,46.962,-4.20921875,0,-0.13359375,0,0.8325,13.9446152344,13.3812695313,99.6078431373,65.6156862745,3.137254902,4.2474233,0,0,29.8039215686,140.784,3194,41.3125,41.2821875,68.2352941176,204.744,-0.78125,0,40.96,0,51.6625,100,89,93,29
17.826,1995.75,4.5,0.630625,139.7647058824,9.0234375,47.34,-4.1796875,0,-0.103125,0,0.8325,13.9558125,13.3909179688,99.6078431373,65.0980392157,3.137254902,4.2970041167,0,0,29.8039215686,141.4132,3197.9,41.54609375,41.51375,68.1490196078,204.757,-0.78125,0,41,0,51.6625,99.9387755102,89,93,29
17.839,1997.2058823529,4.3921568627,0.6324583333,139.7647058824,8.9105392157,47.465,-4.17265625,0,-0.0703125,0,0.8325,13.9678710938,13.4057617188,99.6078431373,65.2078431373,3.137254902,4.2864869738,0,0,29.8039215686,142.72,3206,42.03125,42.1015625,68.0470588235,204.79,-0.78125,0,41,0,51.6625,99.6734693878,89,93,29
17.851,1998.7941176471,4.2745098039,0.6344583333,139.7647058824,8.787377451,47.765,-4.15578125,0,-0.06,0,0.8314,13.9710292969,13.40703125,99.6078431373,65.0980392157,3.137254902,4.3015114637,0,0,29.8039215686,142.6232,3205.4,41.9953125,41.9590625,67.8431372549,204.782,-0.78125,0,41,0,51.6625,99.4285714286,89,93,29
