189.313,2246.575,13.1,0.4862,119.0588235294,17.02109375,38.86,-0.0234375,0,0,4.9122807018,0.7924414063,1,14.1000976563,99.6078431373,73.3333333333,9.4117647059,2.8847020644,0,0,10.9136420526,120.23,3019,36.4453125,35.4520089286,76.8210262829,220.8710204082,0,-2.34375,46,0.2144451531,31.6,100,76,73,11.7843137255
189.325,2251.555,13.34,0.49178,119.3977591036,16.71546875,39.4846428571,-0.0234375,0,0,4.5614035088,0.7874414063,1,14.1000976563,99.6078431373,73.3333333333,10.2901960784,2.8819976562,0,0,14.1176470588,120.0076,3007.32,36.0640625,36.484375,72.5490196078,211.32,0,-2.34375,46,0.0390625,31.6,100,76,73,11.5490196078
189.337,2256.535,13.58,0.49736,119.7675070028,16.40984375,40.1660714286,-0.0234375,0,0,3.7192982456,0.7754414063,1,14.1000976563,99.6078431373,73.3333333333,9.2549019608,2.9091864183,0,0,13.3166458073,120.4324,3025.96,36.5890625,36.4430803571,73.6170212766,211.7020408163,0,-2.34375,46,0.0460778061,31.6,100,76,73,11
189.350,2265.25,14,0.507125,120.1680672269,15.875,40.9042857143,-0.0234375,0,0,2.8070175439,0.7624414063,1,14.1000976563,99.6078431373,73.3333333333,8.7450980392,2.938122473,0,0,14.4506104329,121.0902,3048.58,37.05625,36.8577008929,72.4380318165,211.095,0,-2.4174528302,46.0943396226,0.0306919643,31.5911556604,100,76,73,11.0588235294
189.363,2267.5,14,0.5090625,120.7843137255,15.81953125,42.04,-0.0234375,0,0,1.4035087719,0.7424414063,1,14.1000976563,99.6078431373,73.3333333333,7.4509803922,3.0048979837,0,0,15.3163152053,122.76,3106,38.2421875,37.2621372768,72.149463559,210.85125,0,-2.6090801887,46.3396226415,0.0216238839,31.5681603774,100,76,73,11
189.375,2272.9,14,0.5137125,120.7843137255,15.68640625,42.3354545455,-0.0234375,0,0,1.3697705803,0.7087931941,1,14.1000976563,99.6078431373,73.3333333333,7.7647058824,2.9937687319,0,0,16.115427303,122.3552,3092.08,37.9546875,38.2265625,71.8830928598,210.27,0,-2.7859669811,46.5660377358,0,31.5469339623,100,76,73,11
189.387,2278.3,14,0.5183625,120.7843137255,15.55328125,43.0445454545,-0.0234375,0,0,1.2887989204,0.628037485,1,14.1000976563,99.6078431373,73.2165206508,7.0745098039,3.0183241236,0,0,17.6470588235,122.9792,3113.12,38.3421875,38.0087890625,71.3725490196,210.40125,0,-3.125,47,0.0048828125,31.50625,100,76,73,11
189.400,2287.75,14,0.5265,120.7843137255,15.3203125,43.8127272727,-0.0234375,0,0,1.2010796221,0.5405521334,1,14.1000976563,99.6078431373,72.9995828118,5.8509803922,3.0432583835,0,0,17.8104575163,123.6916,3136.26,38.6671875,38.4536458333,71.3235294118,209.7633333333,0,-2.9947916667,47,0,31.50625,100,76,73,11
189.413,2287.8010204082,14,0.5268443878,120.7843137255,15.2804528061,44.64,-0.0234375,0,0,1.0526315789,0.3925,1,14.1000976563,99.6078431373,72.5490196078,2.7450980392,3.0950449232,0,0,18.8725490196,125.5,3195,39.4921875,38.9456597222,71.0049019608,208.6655555556,0,-2.1484375,47,0,31.50625,100,76,73,11.2
189.425,2287.9234693878,14,0.5276709184,121.5435294118,15.1847895408,45.4342,-0.0234375,0,0,1.0307017544,0.3715625,1,14.1000976563,99.6078431373,72.58239466,3.4980392157,3.0912088832,0,0,19.8529411765,125.0616,3180.76,39.2921875,39.9296875,70.7107843137,206.47,0,-1.3671875,47,0,31.50625,100,76,73,11.44
189.438,2288.056122449,14,0.5285663265,122.4407843137,15.0811543367,46.3728,-0.0234375,0,0,0.9356725146,0.2808333333,1,14.1000976563,99.6078431373,72.3729491797,2.8235294118,3.118654836,0,0,21.568627451,125.83,3198.8,39.6015625,39.8918402778,70.1960784314,206.5544444444,0,0,47,0,31.50625,100,76,73,12
189.451,2288.25,14,0.529875,123.3380392157,14.9296875,47.3114,-0.0234375,0,0,0.8406432749,0.1901041667,1,14.1000976563,99.6078431373,72.1648659464,3.0274509804,3.1465574601,0,0,21.876201461,126.688,3208.68,39.8859375,40.1352796053,70.0807381776,206.1078947368,0,0,47,0,31.50625,100,76,73,11.96
189.463,2288.75,13.7058823529,0.5328897059,124.2352941176,14.8028492647,48.25,-0.0234375,0,0,0.701754386,0.0575,1,14.1000976563,99.6078431373,71.7647058824,3.5294117647,3.2002163527,0,0,22.614379085,128.8,3233,40.5859375,40.3408717105,69.8039215686,205.7457894737,0,0,47,0,31.50625,100,76,73,12
189.474,2289.6666666667,13.1666666667,0.5384166667,125.2705882353,14.5703125,48.75,-0.0234375,0,0,0.898245614,0.0567,1,14.1000976563,99.6078431373,71.7967186875,3.3882352941,3.1959236412,0,0,23.291041907,128.206,3226.16,40.3890625,40.5293311404,69.5501730104,205.4138596491,0,0,47,0,31.50625,100,76,73,12
189.487,2290.75,12.5294117647,0.5449485294,126.6164705882,14.2954963235,49.4,-0.0234375,0,0,1.5368421053,0.0541,1,14.1000976563,99.6078431373,71.5058823529,3.5607843137,3.2497971694,0,0,24.7058823529,129.0816,3238.52,40.7828125,40.90625,69.0196078431,204.75,0,0,47,0,31.50625,100,76,73,12
189.500,2292.5,11.5,0.5555,127.9623529412,13.8515625,50.05,-0.0234375,0,0,2.1754385965,0.0515,1,14.1000976563,99.6078431373,71.2,3.662745098,3.3083926801,0,0,25,129.9968,3256.46,41.42265625,41.1867732558,68.9950980392,204.7527906977,0,0,47,0,31.50625,100,76,73,12
189.513,2294.7193877551,11.3979591837,0.559122449,129.4117647059,13.7375637755,50.75,-0.0234375,0,0,3.1578947368,0.0475,1,14.1000976563,99.6078431373,70.5882352941,3.9215686275,3.4255837014,0,0,26.2745098039,132.32,3302,43.046875,42.0984738372,68.8888888889,204.7618604651,0,0,47,0,31.50625,100,76,73,12
189.525,2300.0459183674,11.1530612245,0.5678163265,130.1709803922,13.4639668367,51.4452,-0.02515625,0,-0.0773737981,3.0566801619,0.0470192308,0.9981219952,14.1000976563,99.6078431373,70.6117647059,3.8588235294,3.4210763545,0,0,29.4117647059,131.7568,3290.96,42.653125,43.921875,68.6274509804,204.78,0,0,47,0,31.50625,100,76,73,12
189.538,2305.8163265306,10.887755102,0.5772346939,131.0682352941,13.1675701531,52.2668,-0.0271875,0,-0.2785456731,2.7935222672,0.0457692308,0.9932391827,14.0364487592,99.6078431373,70.4036908881,3.9607843137,3.4962871834,0,0,28.7254901961,132.613,3309.1,43.3359375,43.851744186,68.6846405229,204.7793023256,0,0,47,0,31.50625,100,76,73,12
189.551,2314.25,10.5,0.591,131.9654901961,12.734375,53.0884,-0.02921875,0,-0.4797175481,2.5303643725,0.0445192308,0.9883563702,13.9674957874,99.6078431373,70.2037677816,4.062745098,3.5728826222,0,0,29.4553376906,133.3748,3327.56,44.0875,44.533125,68.4967320261,205.1328,0,0,47.1111111111,0,31.50625,100,76,73,12
189.563,2317.4558823529,10.2647058824,0.5943823529,132.862745098,12.5974264706,53.91,-0.03125,0,-0.8046875,2.1052631579,0.0425,0.98046875,13.9038468903,99.6078431373,69.8039215686,4.3137254902,3.7260734998,0,0,29.5424836601,135.25,3373,45.9375,45.144375,68.2352941176,205.4856,0,0,47.3333333333,0,31.50625,100,76,73,12
189.575,2323.8676470588,9.7941176471,0.6011470588,133.9792387543,12.3235294118,54.6217647059,-0.03125,0,-0.8046875,2.0614035088,0.043125,0.979309082,13.8295898438,99.6078431373,69.8346789696,4.2509803922,3.7142895861,0,0,29.6296296296,134.7812,3361.64,45.475,46.46875,67.9738562092,206.25,0,0,47.5555555556,0,31.50625,100,76,73,12
189.588,2330.8137254902,9.2843137255,0.6084754902,135.2987312572,12.026807598,55.4629411765,-0.03125,0,-0.8046875,1.8713450292,0.0458333333,0.9742838542,13.7712751116,99.6078431373,69.8039215686,4.3137254902,3.817140306,0.0026855469,0,29.8039215686,135.7,3380,46.19921875,46.4178125,67.4509803922,206.2206,0,0,48,0,31.50625,100,76,73,12
189.600,2341.5,8.5,0.61975,136.5167243368,11.5703125,56.2394117647,-0.03125,0,-0.8046875,1.6959064327,0.0483333333,0.9696451823,13.7076590402,99.6078431373,69.8039215686,4.3137254902,3.9164859129,0.0056152344,0,29.8039215686,136.78,3396.8,46.82734375,47.06859375,67.3572037511,206.6086,0,0,48,0,31.5055706522,100,76,73,12
189.613,2341.45,8.45,0.6228125,138.0392156863,11.46328125,57.21,-0.03125,0,-0.8046875,1.4035087719,0.0525,0.9619140625,13.6387416295,99.6078431373,69.8039215686,4.3137254902,4.1317347276,0.0119628906,0,29.8039215686,139.75,3443,48.5546875,47.7775,66.1381074169,207.0324,0,0,48,0,31.4967391304,100,76,73,11.8
189.624,2341.34,8.34,0.62955,138.6730692277,11.2278125,57.6306122449,-0.03125,0,-0.7934375,1.4035087719,0.0533,0.9611328125,13.5698242188,99.6078431373,69.8039215686,4.3137254902,4.1151771265,0.0114746094,0,29.8039215686,138.94,3430.4,48.08359375,49.1953125,65.1065643649,207.88,0,0,48,0,31.4892663043,100,76,73,11.58
189.637,2341.21,8.21,0.6375125,139.5886354542,10.94953125,58.2381632653,-0.03125,0,-0.756875,1.4035087719,0.0559,0.95859375,13.5393164063,99.6078431373,69.4588235294,4.3137254902,4.1879263199,0.0119628906,0,29.8039215686,140.1516,3449.24,48.7328125,49.08625,63.137254902,207.8148,0,0,48,0,31.475,100,76,73,11
189.650,2341,8,0.650375,140.5042016807,10.5,58.8457142857,-0.03125,0,-0.7203125,1.4035087719,0.0585,0.9560546875,13.5032617188,99.6078431373,69.0509803922,4.3137254902,4.2543345653,0.0119628906,0,29.8039215686,141.4568,3469.52,49.31171875,49.66109375,62.495543672,208.1264,0,0,48,0,31.475,100,76,73,11.06
189.662,2343.16,8,0.652455,141.4901960784,10.46,59.5,-0.03125,0,-0.6640625,1.4035087719,0.0625,0.9521484375,13.4699804688,99.6078431373,68.2352941176,4.3137254902,4.3871510562,0.0119628906,0,29.8039215686,142.6616,3488.24,49.84609375,50.16921875,60.9554367201,208.3952,0,0,48,0,31.475,100,76,73,11
189.675,2350.18,8,0.659215,142.6290196078,10.33,60.1578,-0.02953125,0,-0.6460336538,1.3697705803,0.0673076923,0.9521484375,13.4311523438,99.6078431373,68.2666666667,4.3137254902,4.3820427296,0.0119628906,0,29.8039215686,144.77,3521,50.78125,51.3125,59.2869875223,209,0,0,48,0,31.475,100,76,73,11
189.687,2356.66,8,0.665455,143.871372549,10.21,60.8754,-0.02765625,0,-0.6027644231,1.2887989204,0.0788461538,0.9521484375,13.4311523438,99.6078431373,68.1490196078,4.3450980392,4.4102887707,0.0119360352,0,29.8039215686,145.2036,3526.12,50.9875,51.2278125,56.0784313725,208.9552,0,0,48,0,31.475,100,76,73,11
189.700,2368,8,0.676375,145.217254902,10,61.6528,-0.025625,0,-0.5558894231,1.2010796221,0.0913461538,0.9521484375,13.4311523438,99.6078431373,68.0470588235,4.4470588235,4.4376333423,0.0119042969,0,29.8039215686,146.6128,3542.76,51.6578125,51.88828125,56.0784313725,209.3916,0,0,48,0,31.475,100,76,73,11
189.713,2370.2,8,0.67885,146.6666666667,9.96640625,62.49,-0.0234375,0,-0.4765625,1.0526315789,0.1125,0.9521484375,13.4311523438,99.6078431373,67.8431372549,4.7058823529,4.4923224857,0.0118408203,0,29.8039215686,150.19,3585,53.359375,52.56875,54.4513975803,209.8544,0,0,48.2765957447,0,31.475,100,76,73,11.2
189.725,2375.48,8,0.68479,147.8054901961,9.88578125,63.227,-0.01828125,0,-0.4613970588,1.0526315789,0.1492647059,0.9521484375,13.4311523438,99.6078431373,67.8509803922,4.6431372549,4.4902190571,0.0118432617,0,29.8039215686,149.3228,3574.76,52.946875,53.9296875,52.9495202336,210.78,0,0,48.5319148936,0,31.475,100,76,73,11.44
189.738,2381.2,8,0.691225,149.151372549,9.7984375,64.098,-0.0121875,0,-0.3956801471,1.0526315789,0.3085784314,0.9521484375,13.4311523438,99.6078431373,67.6585928489,4.7058823529,4.5382797489,0.0118408203,0,29.8039215686,150.743,3593.1,53.59375,53.87734375,50.1960784314,210.7444,0,0,49,0,31.475,100,76,73,12
189.750,2390,8,0.701125,150.3937254902,9.6640625,64.902,-0.0065625,0,-0.3350183824,1.0526315789,0.4556372549,0.9521484375,13.4311523438,99.6078431373,67.4740484429,4.7058823529,4.5842370122,0.0118408203,0,29.8039215686,152.0702,3612.54,54.15625,54.428125,50.0346020761,211.0066,0,0,49,0,31.475,100,76,73,11.94
189.763,2390.8,7.95,0.7036125,151.8431372549,9.62421875,65.84,0,0,-0.21875,1.0526315789,0.7375,0.9521484375,13.4311523438,99.6078431373,67.0588235294,4.7058823529,4.6876408546,0.0118408203,0,29.8039215686,155.72,3666,55.703125,55.0171875,49.3348712034,211.2744,0,0,49,0,31.475,100,76,73,12
189.775,2392.72,7.83,0.7095825,153.3615686275,9.52859375,66.4758,0,0,-0.2098214286,1.0383100609,0.7395408163,0.9521484375,13.4311523438,99.6078431373,67.0895809304,4.7058823529,4.6799813107,0.0118408203,0,29.8039215686,154.8352,3653.04,55.328125,56.1953125,48.6889657824,211.81,0,0,49,0,31.475,100,76,73,12
189.788,2394.8,7.7,0.71605,155.1560784314,9.425,67.2272,0,0,-0.1517857143,0.9452201933,0.7528061224,0.9521484375,13.4311523438,99.6078431373,66.8827531012,4.7058823529,4.724742146,0.0118134168,0,29.8039215686,156.287,3671.3,55.9375,56.15,47.4509803922,211.7894,0,0,49,0,31.475,100,76,73,12
189.800,2398,7.5,0.726,158.7450980392,9.265625,68.73,0,0,-0.0982142857,0.8592910849,0.7650510204,0.9521484375,13.4311523438,99.6078431373,66.6906762705,4.7058823529,4.7652162821,0.011783522,0,29.8039215686,157.6478,3684.02,56.5,56.6971875,47.4019607843,212.0124,0,0,49,0,31.475,100,76,73,12
189.814,2400.34,7.5,0.72918,158.7450980392,9.171875,68.73,0,0,0,0.701754386,0.7875,0.9521484375,13.4311523438,99.6078431373,66.2745098039,4.7058823529,4.8529102437,0.01171875,0,29.8039215686,161.39,3719,58.046875,57.3359375,47.0588235294,212.27,0,0,49,0,31.475,99.78,76,73,12
189.825,2404.63,7.5,0.73501,159.7995642702,9,69.167962963,0,0,0,0.701754386,0.7869,0.9523828125,13.4311523438,99.6078431373,66.2905162065,4.7058823529,4.849537399,0.0117212412,0,29.8039215686,160.4828,3710.52,57.671875,58.4765625,46.7892156863,212.73,0,0,49,0,31.475,99.56,76,73,12
189.838,2409.7,7.5,0.7419,161.045751634,8.796875,69.6855555556,0,0,0,0.701754386,0.7843,0.9533984375,13.4431054688,99.6078431373,66.0862745098,4.7450980392,4.8781513868,0.01171875,0,29.8039215686,161.911,3722.8,58.296875,58.4309375,46.2745098039,212.7116,0,0,49,0,31.475,99,76,73,12
189.850,2417.5,7.5,0.7525,162.1960784314,8.484375,70.1633333333,0,0,0,0.701754386,0.7819,0.9543359375,13.4550585938,99.6078431373,65.8980392157,4.8392156863,4.9033925298,0.01171875,0,29.8039215686,163.1614,3731.92,58.896875,59.04546875,46.5158371041,213.0842,0,0,49.0769230769,0,31.4581730769,99.06,76,73,12
189.863,2419.9,7.45,0.7546375,163.9215686275,8.425,70.88,0,0,0,0.701754386,0.7775,0.9560546875,13.4680078125,99.6078431373,65.4901960784,5.0980392157,4.9580816731,0.01171875,0,29.8039215686,166.6,3757,60.546875,59.7178125,47.3001508296,213.5028,0,0,49.3269230769,0,31.4034855769,99,76,73,12
189.875,2425.66,7.33,0.7597675,164.7092924126,8.2825,71.2117391304,0,0,0,0.701754386,0.7753571429,0.9562340561,13.4809570313,99.6078431373,65.5058823529,5.0352941176,4.9559782445,0.01171875,0,29.8039215686,165.7664,3750.92,60.146875,61.0625,48.02413273,214.34,0,0,49.5576923077,0,31.3530048077,99,76,73,12
189.888,2431.9,7.2,0.765325,166.1722080136,8.128125,71.827826087,0,0,0,0.701754386,0.7660714286,0.9570113202,13.4931445313,99.6078431373,65.3960784314,5.137254902,4.9833228162,0.0116894531,0,29.8039215686,167.116,3763.9,60.76953125,61.01078125,49.4117647059,214.3078,0,0,50,0,31.25625,99,76,73,12
189.900,2441.5,7,0.773875,167.5225916454,7.890625,72.3965217391,0,0,0,0.701754386,0.7575,0.9577287946,13.5053320313,99.6078431373,65.3019607843,5.231372549,5.0085639593,0.0116601563,0,29.7872340426,168.3544,3780.46,61.30390625,61.52140625,49.4952023363,214.6854,0,0,50,0,31.25625,99,76,73,12
189.912,2442.6836734694,6.9591836735,0.7752627551,169.0980392157,7.8262117347,73.06,0,0,0,0.701754386,0.7425,0.958984375,13.5175195313,99.6078431373,65.0980392157,5.3254901961,5.0632531026,0.0115966797,0,29.6871088861,169.5928,3797.02,61.83828125,62.02203125,49.9958281185,215.0622,0,0,50,0,31.25625,99,76,73,11.8163265306
189.924,2446.2346938776,6.8367346939,0.7794260204,170.0935143288,7.6329719388,73.5388461538,0,0,0,0.6802721088,0.7366836735,0.9592235332,13.5317382813,99.6078431373,65.1137254902,5.4901960784,5.0590462454,0.0116015625,0,29.5869837297,171.76,3826,62.7734375,63.1484375,50.4964539007,215.91,0,0,50,0,31.25625,99,76,73,11.5714285714
189.937,2450.0816326531,6.7040816327,0.7839362245,171.3876319759,7.4236288265,74.1613461538,0,0,0,0.5871822413,0.7114795918,0.9602598852,13.5426910999,99.6078431373,65.0134563629,5.5529411765,5.0859371364,0.0115966797,0,29.4117647059,172.1648,3827.28,62.9328125,63.065,51.3725490196,215.8472,0,0,50,0,31.25625,99,76,73,11
189.950,2456,6.5,0.790875,172.6817496229,7.1015625,74.7838461538,0,0,0,0.4940923738,0.6862755102,0.9612962372,13.5556353401,99.6078431373,64.9134948097,5.7568627451,5.1127455399,0.0115966797,0,29.337772845,173.4804,3831.44,63.45078125,63.60046875,51.5575286718,216.2686,0,0,50.0943396226,0,31.25625,99,76,73,11.0408163265
189.963,2459.5,6.4411764706,0.7930220588,174.2745098039,7.0335477941,75.55,0,0,0,0.350877193,0.6475,0.962890625,13.5825195313,99.6078431373,64.7058823529,6.2745098039,5.168424532,0.0115966797,0,29.1453940067,176.82,3842,64.765625,64.1346875,52.0384757677,216.6924,0,0,50.3396226415,0,31.25625,99,76,73,11
189.977,2467.6666666667,6.3039215686,0.7980318627,175.4607843137,6.8748468137,75.77,0,0,0,0.350877193,0.6353846154,0.9634164663,13.5825195313,99.6078431373,64.7058823529,6.1803921569,5.168424532,0.0115966797,0,28.9382167962,176.2128,3840.08,64.5265625,65.203125,52.5564187939,217.54,0,0,50.6037735849,0,31.25625,99,76,73,11
189.988,2474.0833333333,6.1960784314,0.8019681373,176.6470588235,6.7501531863,75.99,0,0,0,0.350877193,0.6163461538,0.9642427885,13.5940290179,99.6078431373,64.5298119248,6.3529411765,5.1751702213,0.0115692761,0,28.6274509804,177.434,3846.8,64.9609375,65.16203125,53.3333333333,217.5074,0,0,51,0,31.25625,99,76,73,11
190.001,2485.75,6,0.809125,178.0490196078,6.5234375,76.25,0,0,0,0.350877193,0.5938461538,0.965219351,13.6076311384,99.6078431373,64.3217286915,6.5568627451,5.1831423997,0.0115368901,0,28.5523571131,179.0304,3859.28,65.46875,65.61375,53.4584897789,217.7008,0,0,51,0,31.25625,99,76,73,11
190.013,2487.75,5.95,0.8105875,179.4509803922,6.4875,76.51,0,0,0,0.350877193,0.5575,0.966796875,13.620186942,99.6078431373,63.9215686275,7.0588235294,5.1984735118,0.0114746094,0,28.2519816437,182.96,3890,66.71875,66.024375,53.9591155611,217.8616,0,0,51,0,31.25625,99,76,73,11.2
190.025,2492.55,5.83,0.8140975,180.2101960784,6.40125,76.7652,0,0,0,0.350877193,0.5609375,0.9669799805,13.6337890625,99.6078431373,63.93757503,6.9333333333,5.1978602673,0.0114771006,0,27.4509803922,181.9776,3882.32,66.40625,66.9140625,55.2941176471,218.21,0,0,51,0,31.25625,99,76,73,11.44
190.038,2497.75,5.7,0.8179,181.1074509804,6.3078125,77.0668,0,0,0,0.350877193,0.5758333333,0.9677734375,13.6462109375,99.6078431373,64.0156862745,7.137254902,5.2201087773,0.0114746094,0,27.6261994159,183.462,3890.7,66.890625,66.87984375,55.0020859408,218.1966,0,0,51,0,31.25625,99,76,73,12
190.050,2505.75,5.5,0.82375,181.9356862745,6.1640625,77.3452,0,0,0,0.350877193,0.5895833333,0.9685058594,13.6586328125,99.6078431373,64.1098039216,7.3254901961,5.2417440428,0.0114746094,0,27.4139844617,184.6668,3892.38,67.303125,67.30078125,55.5160932297,218.8656,0,0,51.0943396226,0,31.25625,99,76,73,11.94
190.062,2507.53,5.5,0.8251,182.9019607843,6.1378125,77.67,0,0,0,0.350877193,0.6125,0.9697265625,13.6710546875,99.6078431373,64.3137254902,7.5137254902,5.2886204513,0.0114746094,0,27.3251942286,185.8716,3894.06,67.715625,67.72265625,56.0488346282,219.5808,0,0,51.320754717,0,31.25625,99,76,73,12
190.075,2513.315,5.5,0.8294875,183.6611764706,6.0525,78.044,0,0,0,0.3171390013,0.5769230769,0.9701021635,13.685546875,99.6078431373,64.3058823529,7.8431372549,5.2868175125,0.0114746094,0,27.2290048095,187.98,3897,68.4375,68.671875,56.6259711432,221.19,0,0,51.5660377358,0,31.25625,99,76,73,12
190.088,2519.1,5.5,0.833875,184.5584313725,5.9671875,78.486,0,0,0,0.2294197031,0.4844230769,0.971078726,13.6978400735,99.6078431373,64.3137254902,7.9231692677,5.3310425405,0.0114458869,0,27.0588235294,188.4208163265,3899.6530612245,68.6328125,68.63671875,57.6470588235,221.1304,0,0,52,0,31.25625,99,76,73,12
190.100,2528,5.5,0.840625,185.3866666667,5.8359375,78.894,0,0,0,0.1484480432,0.3990384615,0.9719801683,13.7101332721,99.6078431373,64.3137254902,8.1152460984,5.3734646297,0.0114171645,0,27.0098039216,189.4787755102,3906.0204081633,69.1015625,69.15484375,57.7614379085,221.8588,0,0,52,0,31.2536458333,99,76,73,12
190.113,2530.65,5.5,0.8414625,186.3529411765,5.8140625,79.37,0,0,0,0,0.2425,0.9736328125,13.7234509038,99.6078431373,64.3137254902,8.6274509804,5.4689143304,0.0113525391,0,26.6911764706,192.3,3923,70.3515625,69.725625,58.5049019608,222.6492,0,0,52,0,31.23671875,99,76,73,11.8
190.125,2537.01,5.5,0.8434725,187.4917647059,5.7615625,79.3612,0,0,0,0,0.2365625,0.9738769531,13.7377929688,99.6078431373,64.3137254902,8.5154061625,5.4618439822,0.0113573261,0,26.3970588235,191.6828571429,3919.2857142857,70.078125,70.8671875,59.1911764706,224.23,0,0,52,0,31.22109375,99,76,73,11.56
190.137,2543.37,5.5,0.8454825,188.7341176471,5.7090625,79.3516,0,0,0,0,0.2128125,0.9748535156,13.7484554369,99.6078431373,64.3137254902,8.7427912341,5.4627818855,0.0113525391,0,25.8823529412,192.6882352941,3923.9803921569,70.5047487745,70.779375,60.3921568627,224.1084,0,0,52,0,31.19375,99,76,73,11
